CAMERA TYPE,CAMERA LOCATION CODE,LOCATION DESCRIPTION,Location
MOBILE SPEED CAMERA,0279,Goldstein Crescent Chisholm ACT 2905 Australia,"(-35.421752, 149.118726)"
MOBILE SPEED CAMERA,0290, 50 Hemmings Cres Richardson ACT 2905 Australia,"(-35.421002, 149.107429)"
MOBILE SPEED CAMERA,0289,19 Norriss Street Chisholm ACT 2905 Australia,"(-35.416977, 149.118431)"
MOBILE SPEED CAMERA,3070,Ross Smith Cres Scullin ACT 2614 Australia,"(-35.233137, 149.038887)"
MOBILE SPEED CAMERA,0012I,"Gungahlin Dr, Gungahlin ACT 2912, Australia","(-35.19610352, 149.1297262)"
MOBILE SPEED CAMERA,0281,52 Templestowe Ave Conder ACT 2906 Australia,"(-35.464254, 149.111399)"
MOBILE SPEED CAMERA,0291,125 Schlich Street Yarralumla ACT 2600 Australia,"(-35.307034, 149.109599)"
MOBILE SPEED CAMERA,0291,59 Schlich Street Yarralumla ACT 2600 Australia,"(-35.304377, 149.102701)"
MOBILE SPEED CAMERA,3066, 11 Chewings St Scullin ACT 2614 Australia,"(-35.239339, 149.041274)"
MOBILE SPEED CAMERA,3068,Erldunda Cct Hawker ACT 2614 Australia,"(-35.250687, 149.034776)"
MOBILE SPEED CAMERA,3067, 76 Schumack St Weetangera ACT 2614 Australia,"(-35.25254, 149.048896)"
MOBILE SPEED CAMERA,0012L,"Gungahlin Dr, Gungahlin ACT 2912, Australia","(-35.19053788, 149.1244338)"
MOBILE SPEED CAMERA,0282 ,69 Chirnside Circuit Kambah ACT 2902 Australia,"(-35.383979, 149.055657)"
MOBILE SPEED CAMERA,3065,2 White Cres Campbell ACT 2612 Australia,"(-35.286434, 149.156357)"
MOBILE SPEED CAMERA,0283,98 Macfarland Crescent Chifley ACT 2606 Australia,"(-35.362445, 149.079249)"
MOBILE SPEED CAMERA,0288,118 Strickland Crescent Deakin ACT 2600 Australia,"(-35.319307, 149.102701)"
MOBILE SPEED CAMERA,0190,30 Duggan Street Calwell ACT 2905 Australia,"(-35.438873, 149.098121)"
MOBILE SPEED CAMERA,3074,"Groom St, Hughes ACT 2605, Australia","(-35.33243, 149.09322)"
MOBILE SPEED CAMERA,3073,"55 Ainsworth St, Mawson ACT 2607, Australia","(-35.357853, 149.0971)"
MOBILE SPEED CAMERA,3075,"Kent Street Hughes ACT 2605, Australia","(-35.330984, 149.094202)"
MOBILE SPEED CAMERA,3076,"Kootara Crescent Narrabundah ACT 2604, Australia","(-35.329335, 149.150512)"
MOBILE SPEED CAMERA,0057F,"165 Northbourne Ave, Turner ACT 2612, Australia                         ","(-35.26375, 149.13136)"
MOBILE SPEED CAMERA,0119I,"Horse Park Dr, Harrison ACT 2914, Australia","(-35.18915, 149.16003)"
,,,"(-35.18994, 149.16022)"
,,,"(-35.19961, 149.16444)"
MOBILE SPEED CAMERA,0057D,"214 Northbourne Ave, Braddon ACT 2612, Australia                            ","(-35.26311, 149.13204)"
,,,"(-35.26183, 149.13179)"
MOBILE SPEED CAMERA,0119C,"Horse Park Dr, Harrison ACT 2914, Australia","(-35.19744, 149.16276)"
,,,
MOBILE SPEED CAMERA,0119Q,"Horse park Dr, Harrison ACT 2914, Australia","(-35.18891, 149.15965)"
MOBILE SPEED CAMERA,0278A,"56 Hambidge Crescent, Chisholm ACT 2905, Australia","(-35.417624, 149.128172)"
MOBILE SPEED CAMERA,0062H,"Drakeford Dr Bonython ACT 2905, Australia","(-35.43191, 149.086683)"
MOBILE SPEED CAMERA,0294A,"42 Jackie Howe Cres MacArthur ACT 2904, Australia","(-35.404393, 149.126667)"
MOBILE SPEED CAMERA,0062I,"Drakeford Dr Bonython ACT 2905, Australia","(-35.426927, 149.082373)"
MOBILE SPEED CAMERA,0294C,"179 Jackie Howe Cres MacArthur ACT 2904, Australia","(-35.407191, 149.132387)"
MOBILE SPEED CAMERA,0062F,"Drakeford Dr Isabella Plains ACT 2905, Australia","(-35.430368, 149.086565)"
MOBILE SPEED CAMERA,0062G,"Drakeford Dr Calwell ACT 2905, Australia","(-35.440602, 149.093449)"
MOBILE SPEED CAMERA,0294B,"100 Jackie Howe Cres MacArthur ACT 2904, Australia","(-35.403457, 149.131534)"
MOBILE SPEED CAMERA,3074,"Groom Street, Hughes ACT 2605, Australia","(-35.3325055201, 149.0930128098)"
MOBILE SPEED CAMERA,0295A,"Boolimba Crescent Narrabundah ACT 2904, Australia","(-35.332134, 149.1525)"
MOBILE SPEED CAMERA,0297A,"Matina Street Narrabundah ACT 2904, Australia","(-35.328403, 149.155819)"
MOBILE SPEED CAMERA,0296A,"Carnegie Crescent Narrabundah ACT 2904, Australia","(-35.336788, 149.140834)"
MOBILE SPEED CAMERA,0297B,"Matina Street Narrabundah ACT 2904, Australia","(-35.332564, 149.159171)"
MOBILE SPEED CAMERA,0300A,"141 Burrinjuck Crescent Duffy ACT 2911, Australia","(-35.339558, 149.035771)"
MOBILE SPEED CAMERA,0298A,"22 Castley Circuit Kambah ACT 2902, Australia","(-35.388288, 149.053471)"
MOBILE SPEED CAMERA,0299B,"87 Bacchus Circuit  Kambah ACT 2902, Australia","(-35.37733, 149.054631)"
MOBILE SPEED CAMERA,0299A,"30 Bacchus Circuit  Kambah ACT 2902, Australia","(-35.375472, 149.051165)"
MOBILE SPEED CAMERA,0301A,"Pethebridge Street Pearce ACT 2607, Australia","(-35.362333, 149.086319)"
MOBILE SPEED CAMERA,0303A,"Opposite 74 Cossington Smith Crescent Lyneham ACT 2602, Australia","(-35.237105, 149.123183)"
MOBILE SPEED CAMERA,0302A,"Opposite 33 Archibald Street Lyneham ACT 2602, Australia","(-35.245028, 149.124354)"
MOBILE SPEED CAMERA,0307A,"139 Kelleway Avenue, Nicholls ACT 2913, Australia","(-35.17976, 149.092719)"
MOBILE SPEED CAMERA,0306A,"Morshead Drive, Campbell ACT 2612, Australia","(-35.303991, 149.165097)"
MOBILE SPEED CAMERA,0306B,"Morshead Drive, Campbell ACT 2612, Australia","(-35.302058, 149.155271)"
MOBILE SPEED CAMERA,0308B,"108 Monaro Cres, Red Hill ACT 2603, Australia","(-35.33549, 149.13115)"
MOBILE SPEED CAMERA,0309A,"38 Bangalay Cres, Rivett ACT 2611, Australia","(-35.345933, 149.03712)"
RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,"(-35.27941, 149.12925)"
MOBILE SPEED CAMERA,0308A,"136 Monaro Cres, Red Hill ACT 2603, Australia","(-35.338028, 149.130783)"
MOBILE SPEED CAMERA,0309B,"101 Bangalay Cres, Rivett ACT 2611, Australia","(-35.349188, 149.03948)"
MOBILE SPEED CAMERA,0187A,"Piallago Ave, Pialligo ACT 2609, Australia","(-35.30221, 149.176931)"
MOBILE SPEED CAMERA,0233B,"Cotter Rd, Curtin ACT 2605, Australia","(-35.31619, 149.075478)"
MOBILE SPEED CAMERA,0233F,"106 Cotter Rd, Curtin ACT 2605, Australia","(-35.317234, 149.069218)"
MOBILE SPEED CAMERA,0313B,"Roden Cutler Drive, Jacka ACT","(-35.15583, 149.1347)"
MOBILE SPEED CAMERA,0310A,"David Walsh Avenue, Forde ACT","(-35.176806, 149.146253)"
MOBILE SPEED CAMERA,0313A,"Roden Cutler Drive, Jacka ACT","(-35.16085, 149.13183)"
MOBILE SPEED CAMERA,0311A,"Catchpole Street, Macquarie ACT","(-35.24946, 149.066222)"
MOBILE SPEED CAMERA,311,,"(-35.24946, 149.066222)"
MOBILE SPEED CAMERA,0312A,"Northcott Drive, Campbell ACT","(-35292233, 149.162066)"
MOBILE SPEED CAMERA,3077A,"Starke Street, Holt ACT","(-35.228317, 149.020238)"
MOBILE SPEED CAMERA,3078A,"Starke Street, Higgins ACT","(-35.225924, 149.028609)"
MOBILE SPEED CAMERA,0314B,"Fullagar Crescent,Higgins ACT","(-35.231785, 149.02333)"
MOBILE SPEED CAMERA,0314A,"Fullagar Crescent,Higgins ACT","(-35.232028, 149.02792)"
MOBILE SPEED CAMERA,0230E,"John Gorton Drive, Wright ACT","(-35.317101, 149.034399)"
MOBILE SPEED CAMERA,0230D,"John Gorton Drive, Wright ACT","(-35.321673, 149.039422)"
MOBILE SPEED CAMERA,0230F,"John Gorton Drive, Coombs ACT","(-35.321672, 149.039852)"
MOBILE SPEED CAMERA,0315A,"Devonport Street,Lyons ACT","(-35.336234, 149.074306)"
